domain,tagSize,tidSize,xdrSize,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upPktSize,downPktSize,upFluxSize,downFluxSize,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_comm
datangyouxi.com,1,1,2,1,0.5,1,2,8,7,743,3616,92.875,516.5714286,4359,2179.5,-1
2ksports.com,1,1,5,1,0.2,1,5,96,81,11100,35277,115.625,435.5185185,46377,9275.4,-1
app-measurement.com,47,101,423,21.87128713,24.11583924,2.14893617,4.188118812,5162,5287,734391,2365918,142.2686943,447.4972574,30696.12871,7329.335697,-1
c-ctrip.com,30,35,348,25.71428571,3.520114942,1.166666667,9.942857143,9050,13878,537707,16854367,59.41513812,1214.466566,496916.4,49977.22414,-1
qctpos.com,1,1,5,1,0.2,1,5,67,48,11592,28772,173.0149254,599.4166667,40364,8072.8,-1
70mai.com.cn,3,16,71,0.5625,3.605633803,5.333333333,4.4375,744,664,110643,282243,148.7137097,425.064759,24555.375,5533.605634,1
xuanwu88.com,1,1,2,1,0.5,1,2,8,6,2940,938,367.5,156.3333333,3878,1939,-1
moyaplus.com,1,2,3,0.5,1.333333333,2,1.5,19,15,2404,1347,126.5263158,89.8,1875.5,1250.333333,-1
zemt.cn,11,540,9150,0.224074074,31.86885247,49.09090909,16.94444444,667483,654442,256770303,30296295,384.6844084,46.29332317,531604.8111,31373.39869,1
spotify.com,1,1,4,1,0.25,1,4,45,39,3872,20738,86.04444444,531.7435897,24610,6152.5,-1
ecarx.com.cn,3,3,9,3,1,1,3,78,83,7270,63227,93.20512821,761.7710843,23499,7833,-1
cvnavi.com,8,423,54204,0.151300236,3.301029444,52.875,128.141844,282955,113390,28132802,7952681,99.42500398,70.13564688,85308.47045,665.7346875,1
iesdouyin.com,151,232,2183,98.28017242,24.65597801,1.536423841,9.409482759,42755,60356,7276225,54417765,170.184189,901.6131785,265922.3707,28261.10399,0
baltrans.com,1,1,37,1,0.027027027,1,37,250,162,33278,37397,133.112,230.845679,70675,1910.135135,-1
lgmobile.com,1,1,4,1,0.25,1,4,48,40,36234,10416,754.875,260.4,46650,11662.5,-1
easytouch-pay.com,1,1,18,1,0.055555556,1,18,538,417,35244,28192,65.50929368,67.60671463,63436,3524.222222,-1
yf52.com,1,1,4,1,0.25,1,4,29,30,5383,8964,185.6206897,298.8,14347,3586.75,-1
chelun.com,4,9,514,1.777777778,0.157587549,2.25,57.11111111,4108,3699,901772,2005124,219.5160662,542.0719113,322988.4444,5655.439689,-1
yichebang.net,3,29,3238,0.310344828,0.259728227,9.666666667,111.6551724,52481,29474,3061042,1812972,58.3266706,61.51089095,168069.4483,1505.254478,1
zcdsp.com,56,204,58296,15.37254902,0.713874022,3.642857143,285.7647059,647891,632987,38755222,511111628,59.81750325,807.4599131,2695425.735,9432.325545,0
wanguan.com,1,1,1,1,1,1,1,4,3,180,132,45,44,312,312,-1
642p.com,2,2,18,2,0.222222222,1,9,10782,13189,477448,18268415,44.2819514,1385.125104,9372931.5,1041436.833,-1
hw99lt.com,3,9,858,1,0.094405594,3,95.33333333,87652,87623,5916325,5259996,67.49788938,60.02985518,1241813.444,13026.01515,1
u17.com,1,1,33,1,0.03030303,1,33,139,173,25781,132880,185.4748201,768.0924855,158661,4807.909091,-1
growingio.com,24,28,160,20.57142857,4.9,1.166666667,5.714285714,1954,1526,519242,557358,265.7328557,365.2411533,38450,6728.75,-1
qlauncher.com,1,2,13,0.5,0.307692308,2,6.5,31,0,1860,0,60,0,930,143.0769231,-1
kormedi.com,1,1,2,1,0.5,1,2,15,11,1379,8856,91.93333333,805.0909091,10235,5117.5,-1
feifeibt.net,1,1,1,1,1,1,1,4,4,356,172,89,43,528,528,-1
office365.com,9,13,92,6.230769233,1.836956522,1.444444444,7.076923077,1878,1964,151148,2048662,80.48349308,1043.106925,169216.1538,23910.97826,-1
mdtu.com,3,5,2302,1.8,0.010860122,1.666666667,460.4,11368,0,568400,0,50,0,113680,246.9157255,-1
11h5.com,2,4,172,1,0.093023256,2,43,26076,24635,1363389,16213743,52.28520479,658.1588391,4394283,102192.6279,-1
tianxing.com,1,36,312,0.027777778,4.153846154,36,8.666666667,1833,1526,219700,197224,119.858156,129.242464,11581.22222,1336.294872,1
91.com,1,1,1,1,1,1,1,4,3,620,572,155,190.6666667,1192,1192,-1
zol.com.cn,11,11,54,11,2.240740741,1,4.909090909,467,433,55280,232737,118.372591,537.4988453,26183.36364,5333.648148,-1
zhibo8.cc,14,17,97,11.52941177,2.979381443,1.214285714,5.705882353,9808,25444,459461,34261034,46.84553426,1346.52704,2042382.059,357943.2474,-1
micromsc.net,1,1,30,1,0.033333333,1,30,204,184,21827,96089,106.995098,522.2228261,117916,3930.533333,-1
pupuapp.cn,1,1,4,1,0.25,1,4,17,13,2012,8019,118.3529412,616.8461538,10031,2507.75,-1
vipsinaapp.com,1,1,2,1,0.5,1,2,16,12,1324,1637,82.75,136.4166667,2961,1480.5,-1
skype.de,1,1,1,1,1,1,1,17,11,1760,8483,103.5294118,771.1818182,10243,10243,-1
blibee.com,1,12,1038,0.083333333,0.138728324,12,86.5,77673,57242,12585115,3162681,162.0268948,55.25105692,1312316.333,15171.28709,-1
dianwoda.cn,2,3,328,1.333333333,0.027439024,1.5,109.3333333,3891,3345,728608,1208976,187.2546903,361.4278027,645861.3333,5907.268293,-1
weijie.so,3,3,195,3,0.046153846,1,65,8191,8259,472205,10913980,57.64924918,1321.465068,3795395,58390.69231,-1
ivmc.net,12,351,103044,0.41025641,1.195615465,29.25,293.5726496,576748,354217,65949260,40872776,114.3467511,115.3890864,304336.2849,1036.664299,-1
768ii.com,1,1,7,1,0.142857143,1,7,2961,5454,137276,7551954,46.3613644,1384.663366,7689230,1098461.429,-1
jinshanju.com,1,1,2,1,0.5,1,2,11,11,1835,1972,166.8181818,179.2727273,3807,1903.5,-1
shinemonitor.com,7,184,10047,0.266304348,3.369762118,26.28571429,54.60326087,343456,350150,20279391,16775891,59.04509166,47.91058404,201387.4022,3688.19369,-1
aiqiangua.com,1,23,1543,0.043478261,0.342838626,23,67.08695652,7818,7992,984667,507744,125.9487081,63.53153153,64887.43478,967.2138691,1
hcbkeji.com,1,1,8,1,0.125,1,8,92,88,13202,22811,143.5,259.2159091,36013,4501.625,-1
pc120.com,1,1,25,1,0.04,1,25,135,72,10039,6478,74.36296296,89.97222222,16517,660.68,-1
mql5.com,2,2,3,2,1.333333333,1,1.5,28,23,2975,12599,106.25,547.7826087,7787,5191.333333,-1
richeninfo.com,2,2,80,2,0.05,1,40,652,525,78604,610128,120.5582822,1162.148571,344366,8609.15,-1
whoscall.com,1,1,3,1,0.333333333,1,3,27,38,4272,13736,158.2222222,361.4736842,18008,6002.666667,-1
hanwha-qcells.com,1,1,18,1,0.055555556,1,18,157,113,24632,13781,156.8917197,121.9557522,38413,2134.055556,-1
ng55.cn,1,1,22,1,0.045454545,1,22,110,93,29006,62103,263.6909091,667.7741935,91109,4141.318182,-1
changxianapp.com,1,1,6,1,0.166666667,1,6,24,21,1840,1180,76.66666667,56.19047619,3020,503.3333333,-1
lbs-simcom.com,11,41,1162,2.951219512,1.446643718,3.727272727,28.34146341,4545,5696,335012,336250,73.710011,59.03265449,16372.2439,577.6781411,-1
zhihusan.cn,28,473,597983,1.657505286,0.374139399,16.89285714,1264.234672,951372,209309,58666027,12355333,61.66465589,59.02915307,150150.8668,118.7681924,-1
onenote.net,7,9,34,5.444444443,2.382352941,1.285714286,3.777777778,401,422,33915,256309,84.57605985,607.3672986,32247.11111,8536,-1
ctrip.com,30,78,1613,11.53846154,3.771853689,2.6,20.67948718,10682,8973,2539268,3757045,237.7146602,418.7055611,80721.96154,3903.479851,-1
doc88.com,3,4,41,2.250000001,0.390243902,1.333333333,10.25,1113,1324,131550,1445653,118.1940701,1091.882931,394300.75,38468.36585,-1
17173cdn.com,1,2,72,0.5,0.055555556,2,36,1742,2703,120794,3501106,69.34213548,1295.266741,1810950,50304.16667,-1
58995899.net,15,230,1204,0.97826087,43.93687707,15.33333333,5.234782609,30306,17694,4178355,1362893,137.8722035,77.02571493,24092.38261,4602.365449,1
naverblogwidget.com,1,4,9,0.25,1.777777778,4,2.25,55,41,9310,8353,169.2727273,203.7317073,4415.75,1962.555556,-1
oneaudience.com,1,1,2,1,0.5,1,2,88,42,96643,10455,1098.215909,248.9285714,107098,53549,-1
fastcdn.com,1,1,2,1,0.5,1,2,13,9,1050,848,80.76923077,94.22222222,1898,949,-1
9jodia.net,8,190,19689,0.336842105,1.833511097,23.75,103.6263158,638299,355770,38863330,25497185,60.8857761,71.66760829,338739.5526,3268.856468,1
uxunyun.com,1,1,101,1,0.00990099,1,101,468,439,26186,17682,55.95299145,40.27790433,43868,434.3366337,1
vcinema.cn,2,4,36,1,0.444444444,2,9,377,320,37294,37844,98.92307692,118.2625,18784.5,2087.166667,-1
ipadview.com,1,1,8,1,0.125,1,8,25,19,7883,5424,315.32,285.4736842,13307,1663.375,-1
go.kr,1,4,27,0.25,0.592592593,4,6.75,761,872,66063,1045530,86.8107753,1199.002294,277898.25,41170.11111,-1
winksi.com,3,3,77,3,0.116883117,1,25.66666667,262,0,15720,0,60,0,5240,204.1558442,-1
mapbox.com,1,3,405,0.333333333,0.022222222,3,135,5885,5696,750902,4159308,127.5959218,730.2155899,1636736.667,12123.97531,-1
henger8.cn,1,1,8,1,0.125,1,8,59,58,8628,30444,146.2372881,524.8965517,39072,4884,-1
yiche.com,2,2,2,2,2,1,1,16,20,1650,6884,103.125,344.2,4267,4267,-1
ipva.cn,1,6,1163,0.166666667,0.030954428,6,193.8333333,3026,600,228198,41738,75.41242564,69.56333333,44989.33333,232.1031814,1
pplive.com,4,8,76,2,0.842105263,2,9.5,363,288,67364,39887,185.5757576,138.4965278,13406.375,1411.197368,-1
net-tire.com.cn,1,1,10,1,0.1,1,10,104,70,7866,3748,75.63461538,53.54285714,11614,1161.4,1
matocloud.com,19,19,195,19,1.851282052,1,10.26315789,1797,1330,248038,599568,138.0289371,450.8030075,44610.84211,4346.697436,-1
eftpay.com.cn,4,10,39,1.6,2.564102564,2.5,3.9,255,177,16390,18503,64.2745098,104.5367232,3489.3,894.6923077,1
yusong.com.cn,4,43,4576,0.372093023,0.404064685,10.75,106.4186047,98617,73471,7834119,6585640,79.43984303,89.63591077,335343.2326,3151.17111,1
googleapis.cn,26,386,618,1.751295336,241.0938512,14.84615385,1.601036269,3762,3673,515709,1010197,137.0837321,275.0332154,3953.124352,2469.10356,0
hanafnhub.com,1,1,4,1,0.25,1,4,38,27,3971,4914,104.5,182,8885,2221.25,-1
tongdun.net,49,50,355,48.02000001,7.042253521,1.020408163,7.1,3044,2514,961449,1077588,315.8505256,428.6348449,40780.74,5743.766197,-1
btbit.cc,1,1,2,1,0.5,1,2,15,11,1002,3652,66.8,332,4654,2327,-1
beidou360.org,5,19,2110,1.315789474,0.171090047,3.8,111.0526316,73043,40453,4867483,2379062,66.63859644,58.81052085,381397.1053,3434.381517,1
qeebike.com,2,2,169,2,0.023668639,1,84.5,16433,8338,1215730,508221,73.98101381,60.95238666,861975.5,10200.89349,1
ad-mapps.com,1,4,14,0.25,1.142857143,4,3.5,215,319,15024,373797,69.87906977,1171.777429,97205.25,27772.92857,-1
easy-pay.com.cn,3,21,23,0.428571429,19.17391305,7,1.095238095,134,114,11809,10931,88.12686567,95.88596491,1082.857143,988.6956522,1
gstatic.cn,1,2,11,0.5,0.363636364,2,5.5,99,98,23955,70990,241.969697,724.3877551,47472.5,8631.363636,-1
gps110.org,1,15,1133,0.066666667,0.19858782,15,75.53333333,43521,39007,3607724,2096264,82.89616507,53.74071321,380265.8667,5034.411297,1
yuyugps.com,29,575,24108,1.462608695,13.71432719,19.82758621,41.92695652,503014,461109,38939282,27720283,77.41192492,60.11655162,115929.6783,2765.039199,-1
tanway.net,30,155,7436,5.806451613,3.230903712,5.166666667,47.97419355,270782,125165,25492675,7662356,94.14464403,61.21804019,213903.4258,4458.718531,1
teld.cn,10,412,55877,0.242718447,3.037815201,41.2,135.6237864,2451639,1577048,168759800,121039229,68.83550147,76.75050411,703395.7015,5186.374161,1
nuancemobility.net,1,4,21,0.25,0.761904762,4,5.25,415,447,149426,168129,360.0626506,376.1275168,79388.75,15121.66667,-1
xunwaytech.com,1,51,286,0.019607843,9.094405595,51,5.607843137,1674,1713,194496,261075,116.1863799,152.408056,8932.764706,1592.905594,1
haro-sh.cn,1,31,524,0.032258065,1.833969465,31,16.90322581,4924,4749,300740,252376,61.07636068,53.14297747,17842.45161,1055.564885,1
tcnvmms.com,16,207,20908,1.236714976,2.049406926,12.9375,101.0048309,472750,258344,36633974,21969128,77.49121946,85.03827455,283106.7729,2802.903291,1
eastmoney.com,41,65,4963,25.86153846,0.851299617,1.585365854,76.35384615,50650,57040,7183812,41997430,141.8324186,736.2803296,756634.4923,9909.579287,0
tianyaui.com,1,1,29,1,0.034482759,1,29,328,363,29229,445265,89.11280488,1226.625344,474494,16361.86207,-1
qiyutianxia.com,1,1,6,1,0.166666667,1,6,24,12,1080,552,45,46,1632,272,-1
gps669.net,14,264,14965,0.742424242,4.657266956,18.85714286,56.68560606,307561,268750,26631516,14484466,86.58937902,53.89568744,155742.3561,2747.476245,-1
chinacityguard.com.cn,5,17,1744,1.470588235,0.165711009,3.4,102.5882353,5076,3557,482394,188668,95.03427896,53.04132696,39474.23529,384.7832569,1
lakala.com,69,2179,32640,2.184947224,145.4669424,31.57971014,14.97934832,195017,139972,39226465,47870900,201.1438234,342.0034007,39971.25516,2668.424173,1
baiyangzs.com,2,5,13,0.8,1.923076923,2.5,2.6,153,141,13702,99489,89.55555556,705.5957447,22638.2,8707,-1
18guanjia.com,1,1,11,1,0.090909091,1,11,61,55,9529,31736,156.2131148,577.0181818,41265,3751.363636,-1
360safe.com,25,37,601,16.89189189,2.277870217,1.48,16.24324324,23445,36921,1310386,48770601,55.89191725,1320.944747,1353540.189,83329.42928,-1
shipxy.com,6,6,974,6,0.036960986,1,162.3333333,5698,4738,515543,4455643,90.47788698,940.4058675,828531,5103.887064,-1
0lsy.cn,1,1,19,1,0.052631579,1,19,202,178,26196,68460,129.6831683,384.6067416,94656,4981.894737,-1
xws-datacloud.net,1,1,1,1,1,1,1,1,1,40,52,40,52,92,92,1
iyoulia.cn,2,4,197,1,0.081218274,2,49.25,1667,1635,73631,65674,44.16976605,40.1675841,34826.25,707.1319797,-1
hitv.com,25,26,143,24.03846154,4.727272727,1.04,5.5,1172,1039,88359,837888,75.39163823,806.4369586,35624.88462,6477.251748,-1
travelrely.com,1,1,3,1,0.333333333,1,3,20,20,1232,1440,61.6,72,2672,890.6666667,-1
alibabadns.com,477,1684,33188,135.1122328,85.4482343,3.530398323,19.70783848,227474,187950,43637315,79537438,191.8342975,423.1840277,73144.15261,3711.4244,0
shouqiev.com,2,10,1285,0.4,0.077821012,5,128.5,10029,5427,675194,335382,67.32415994,61.79878386,101057.6,786.4404669,1
alipaydns.com,180,276,655,117.3913044,116.2992366,1.533333333,2.373188406,6293,6496,824805,3883912,131.0670586,597.8928571,17060.56884,7188.880916,0
supercell.net,4,4,14,4,1.142857143,1,3.5,201,147,85800,40762,426.8656716,277.292517,31640.5,9040.142857,-1
microad.jp,1,1,1,1,1,1,1,6,5,797,705,132.8333333,141,1502,1502,-1
jiayuan.com,1,1,3,1,0.333333333,1,3,18,0,1572,0,87.33333333,0,1572,524,-1
j1st.io,3,6,239,1.5,0.150627615,2,39.83333333,5258,4118,473657,225321,90.08311145,54.71612433,116496.3333,2924.594142,1
youloft.com,1,1,2,1,0.5,1,2,6,5,723,762,120.5,152.4,1485,742.5,-1
hzccs.com,1,1,141,1,0.007092199,1,141,3777,3782,566550,151280,150,40,717830,5090.992908,-1
tumblr.com,3,8,16,1.125,4,2.666666667,2,64,0,4000,0,62.5,0,500,250,-1
hekouxin.com,3,3,21,3,0.428571429,1,7,200,159,13013,27348,65.065,172,13453.66667,1921.952381,-1
xn--wxtr44c.com,1,1,3,1,0.333333333,1,3,14,11,1463,2163,104.5,196.6363636,3626,1208.666667,-1
lianwangtech.com,6,6,18,6,2,1,3,103,69,16205,7240,157.3300971,104.9275362,3907.5,1302.5,-1
lenovo.com,3,7,46,1.285714286,1.065217391,2.333333333,6.571428571,265,206,29240,122581,110.3396226,595.0533981,21688.71429,3300.456522,-1
hnkute.com,1,1,399,1,0.002506266,1,399,2268,1614,131169,95733,57.83465608,59.31412639,226902,568.6766917,1
dandanman.com,4,4,25,4,0.64,1,6.25,171,146,11618,123509,67.94152047,845.9520548,33781.75,5405.08,-1
lehuipay.com,1,1,47,1,0.021276596,1,47,3345,2451,283441,394153,84.73572496,160.8131375,677594,14416.89362,1
15cy.com,1,1,7,1,0.142857143,1,7,28,28,4523,1204,161.5357143,43,5727,818.1428571,-1
youni.im,8,10,34,6.4,2.941176471,1.25,3.4,2259,3191,126395,3452488,55.95174856,1081.945472,357888.3,105261.2647,-1
trackit17.com,1,1,176,1,0.005681818,1,176,363,185,24515,13794,67.53443526,74.56216216,38309,217.6647727,-1
samsungfeed.com,6,49,459,0.734693878,5.230936819,8.166666667,9.367346939,7933,8340,673746,7341982,84.92953485,880.3335731,163586.2857,17463.45969,-1
fullway.com.cn,3,79,9180,0.113924051,0.679847495,26.33333333,116.2025316,43215,37075,3616820,2074096,83.6936249,55.94325017,72036.91139,619.9254902,1
dongnanshan.com,1,1,3,1,0.333333333,1,3,45,42,4540,51447,100.8888889,1224.928571,55987,18662.33333,-1
ku6.com,3,3,11,3,0.818181818,1,3.666666667,133,124,9421,53349,70.83458647,430.233871,20923.33333,5706.363636,-1
goolpter.com,2,2,10,2,0.4,1,5,65,55,11003,41689,169.2769231,757.9818182,26346,5269.2,-1
ddns.net,1,8,89,0.125,0.719101124,8,11.125,223,134,18599,6856,83.40358744,51.1641791,3181.875,286.011236,-1
shuidihuzhu.com,3,3,9,3,1,1,3,63,41,8606,25879,136.6031746,631.195122,11495,3831.666667,-1
xxtts.net,2,2,145,2,0.027586207,1,72.5,1469,1454,61963,58174,42.18039483,40.00962861,60068.5,828.5310345,1
wlaa.com.cn,6,208,25800,0.173076923,1.676899225,34.66666667,124.0384615,572438,306024,38184002,24044909,66.70417058,78.57197148,299177.4567,2411.973295,1
weibo.cn,65,154,3677,27.43506494,6.449823225,2.369230769,23.87662338,40610,35838,10088477,19073461,248.4234671,532.2133211,189363.2338,7930.905086,-1
gpcscomm1.com,1,2,2,0.5,2,2,1,78,75,5733,3220,73.5,42.93333333,4476.5,4476.5,-1
shjgj.gov.cn,4,381,4555,0.041994751,31.86849615,95.25,11.95538058,127666,76443,8796664,4311490,68.90373318,56.40137096,34404.60367,2877.750604,1
99.com.cn,23,26,291,20.34615384,2.323024055,1.130434783,11.19230769,6770,7646,647500,5925182,95.64254062,774.9387915,252795.4615,22586.53608,-1
dzspai.com,3,7,669,1.285714286,0.073243647,2.333333333,95.57142857,7704,4847,3334824,628735,432.8691589,129.7163194,566222.7143,5924.602392,1
wdpromedia.cn,1,2,2,0.5,2,2,1,60,106,4085,131222,68.08333333,1237.943396,67653.5,67653.5,-1
mayitech.com,1,1,37,1,0.027027027,1,37,144,106,20995,12016,145.7986111,113.3584906,33011,892.1891892,-1
xm1024p.biz,1,1,1,1,1,1,1,4,4,358,172,89.5,43,530,530,-1
adsensor.org,1,1,21,1,0.047619048,1,21,138,98,23631,27313,171.2391304,278.7040816,50944,2425.904762,-1
adhudong.com,1,1,4,1,0.25,1,4,112,119,22336,105723,199.4285714,888.4285714,128059,32014.75,-1
shinsegaetvshopping.com,1,2,10,0.5,0.4,2,5,33,22,2058,1238,62.36363636,56.27272727,1648,329.6,-1
irs01.com,190,267,2366,135.2059925,30.13060017,1.405263158,8.861423221,19410,16900,3129214,5161426,161.2165894,305.4098225,31051.08614,3504.074387,1
kartor.cn,13,929,9620,0.181916039,89.71320164,71.46153846,10.35522067,703204,433006,69097912,29798484,98.26154572,68.81771615,106454.6781,10280.29064,1
le-pv.com,1,1,75,1,0.013333333,1,75,521,523,31190,24855,59.86564299,47.52390057,56045,747.2666667,1
agps.co,3,6,111,1.5,0.324324324,2,18.5,338,546,32735,62627,96.84911243,114.7014652,15893.66667,859.1171171,-1
exacttarget.com,1,1,1,1,1,1,1,15,10,1477,3779,98.46666667,377.9,5256,5256,-1
appadhoc.com,9,9,44,9,1.840909091,1,4.888888889,356,266,71524,109011,200.9101124,409.8157895,20059.44444,4103.068182,-1
iyoulia.com,2,16,797,0.25,0.321204517,8,49.8125,6972,6930,330661,277352,47.42699369,40.02193362,38000.8125,762.8770389,1
fubangyun.cn,2,6,314,0.666666667,0.114649682,3,52.33333333,4778,2698,241621,119418,50.56948514,44.26167532,60173.16667,1149.805732,1
bizport.cn,63,88,483,45.10227272,16.03312629,1.396825397,5.488636364,9359,30807,1228796,39481047,131.2956512,1281.560911,462611.8523,84285.38923,-1
znds.com,1,2,4,0.5,1,2,2,229,226,12309,218474,53.7510917,966.699115,115391.5,57695.75,-1
liftoff.io,3,5,6,1.8,4.166666667,1.666666667,1.2,189,188,13459,203635,71.21164021,1083.164894,43418.8,36182.33333,-1
pcbaby.com.cn,2,2,2,2,2,1,1,20,17,3510,5454,175.5,320.8235294,4482,4482,-1
stockalert.cn,1,1,1,1,1,1,1,16,16,1489,4667,93.0625,291.6875,6156,6156,-1
dianping.com,72,280,355394,18.51428571,0.220600235,3.888888889,1269.264286,948136,656607,303546083,139895871,320.1503613,213.0587566,1583721.264,1247.747441,0
aaplimg.com,138,310,7147,61.43225805,13.4462012,2.246376812,23.05483871,69639,110565,4003034,148159889,57.48264622,1340.025225,490848.1387,21290.46075,0
ksyun.com,31,33,458,29.12121212,2.377729257,1.064516129,13.87878788,1540,1110,148462,167401,96.4038961,150.8117117,9571.606061,689.6572052,-1
vpimg1.com,7,9,170,5.444444443,0.476470588,1.285714286,18.88888889,6640,11305,497153,14976612,74.87243976,1324.777709,1719307.222,91022.14706,-1
wicp.net,9,343,1219,0.236151604,96.51271534,38.11111111,3.55393586,2495,0,141431,0,56.68577154,0,412.335277,116.0221493,-1
50yaya.com,10,48,4592,2.083333333,0.50174216,4.8,95.66666667,107866,55709,8275048,3361234,76.71599948,60.33556517,242422.5417,2534.033537,1
cairot.com,5,5,20,5,1.25,1,4,546,794,27667,1035204,50.67216117,1303.783375,212574.2,53143.55,-1
cabgps.net,1,3,76,0.333333333,0.118421053,3,25.33333333,2172,1659,217558,100980,100.164825,60.86799277,106179.3333,4191.289474,1
sktelecom.com,1,4,14,0.25,1.142857143,4,3.5,181,158,39902,69989,220.4530387,442.9683544,27472.75,7849.357143,-1
cnmops.com,1,1,1,1,1,1,1,7,9,383,422,54.71428571,46.88888889,805,805,-1
yyapi.net,1,1,2,1,0.5,1,2,78,66,12991,25638,166.5512821,388.4545455,38629,19314.5,-1
ywxi.net,1,1,2,1,0.5,1,2,28,24,3993,17571,142.6071429,732.125,21564,10782,-1
hp888.com,5,423,9716,0.059101655,18.4159119,84.6,22.96926714,49375,42990,3067118,4357389,62.11884557,101.3581996,17552.026,764.1526348,-1
laibafile.cn,1,1,37,1,0.027027027,1,37,182,216,25573,232925,140.510989,1078.356481,258498,6986.432432,-1
lbjg7.com,2,2,24,2,0.166666667,1,12,53,0,3180,0,60,0,1590,132.5,-1
coolcare.link,1,1,158,1,0.006329114,1,158,970,654,64018,38764,65.99793814,59.27217125,102782,650.5189873,-1
tancdn.com,6,6,126,6,0.285714286,1,21,10687,13041,695007,14995711,65.03293721,1149.889656,2615119.667,124529.5079,-1
yirendai.com,1,1,11,1,0.090909091,1,11,351,407,41162,412291,117.2706553,1013,453453,41223,-1
samsung.com.cn,3,4,26,2.250000001,0.615384615,1.333333333,6.5,194,167,31345,52955,161.5721649,317.0958084,21075,3242.307692,-1
bydauto.com.cn,2,301,2872,0.013289037,31.54630919,150.5,9.541528239,35343,21449,8634834,8543940,244.3152534,398.3374516,57072.33887,5981.46727,1
jiguang.cn,55,120,277,25.20833333,51.98555957,2.181818182,2.308333333,1352,1081,167261,121447,123.7137574,112.346901,2405.9,1042.267148,-1
axxc.cn,10,719,26294,0.139082058,19.66079714,71.9,36.57023644,3356960,1700394,600810278,113204781,178.9745121,66.57561777,993066.8414,27155.05663,-1
