domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,ups,dps,ubs,dbs,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
v6-xg.ixigua.com,4,4,96,4,0.166666667,1,24,121480,273880,6348598,380598572,52.26043793,1389.654491,96736792.5,4030699.688,-1,ixigua.com
www.13ne.com,1,1,10,1,0.1,1,10,65,49,4742,37242,72.95384615,760.0408163,41984,4198.4,-1,13ne.com
mims.icbc.com.cn,4,7,308,2.285714286,0.159090909,1.75,44,5264,4527,816737,2872566,155.1552052,634.5407555,527043.2857,11978.25649,0,icbc.com.cn
test.hbjk.com.cn,1,2,265,0.5,0.01509434,2,132.5,3130,3146,125232,420652,40.01022364,133.7101081,272942,2059.939623,0,hbjk.com.cn
devices.astrazeneca.com,1,1,8,1,0.125,1,8,203,182,109116,59823,537.5172414,328.6978022,168939,21117.375,-1,astrazeneca.com
vpay.co.kr,1,5,11,0.2,2.272727273,5,2.2,77,64,7981,17409,103.6493506,272.015625,5078,2308.181818,-1,co.kr
du-feige.iqiyi.com,1,1,2,1,0.5,1,2,4,0,284,0,71,0,284,142,1,iqiyi.com
i5.hitv.com,1,1,1,1,1,1,1,5,0,740,0,148,0,740,740,-1,hitv.com
api.zgzxjk.com,1,7,10,0.142857143,4.9,7,1.428571429,72,43,5588,2506,77.61111111,58.27906977,1156.285714,809.4,0,zgzxjk.com
item.taobao.com,3,3,11,3,0.818181818,1,3.666666667,108,87,11605,52637,107.4537037,605.0229885,21414,5840.181818,1,taobao.com
kehuduan.2345.com,2,2,4,2,1,1,2,42,36,28734,3445,684.1428571,95.69444444,16089.5,8044.75,-1,2345.com
hdl-ws.gameweiyu.com,1,1,4,1,0.25,1,4,1933,2591,95404,3493736,49.3554061,1348.412196,3589140,897285,-1,gameweiyu.com
api.jyzszp.com,1,1,12,1,0.083333333,1,12,45,41,5957,7823,132.3777778,190.804878,13780,1148.333333,-1,jyzszp.com
yyhj.zjzwfw.gov.cn,1,1,20,1,0.05,1,20,297,270,50892,174074,171.3535354,644.7185185,224966,11248.3,-1,zjzwfw.gov.cn
ehw.leyaoyao.com,20,1897,168423,0.210859251,21.36649389,94.85,88.78386927,2933658,1798245,147708447,95590058,50.3495796,53.15741626,128254.3516,1444.568171,0,leyaoyao.com
jp.ntp.org.cn,15,213,1151,1.056338028,39.41702867,14.2,5.403755869,1243,1001,94796,76076,76.26387772,76,802.2159624,148.4552563,1,ntp.org.cn
data1.hoymiles.com,14,1417,112385,0.138320395,17.86616541,101.2142857,79.31192661,202232,146889,19776078,8013023,97.78906405,54.55155253,19611.22159,247.2669929,-1,hoymiles.com
api.ksapisrv.com,55,58,2147,52.15517241,1.566837448,1.054545455,37.01724138,8791,7325,2246750,895649,255.5738824,122.272901,54179.2931,1463.623195,1,ksapisrv.com
app01.huasu.net,2,4,2580,1,0.00620155,2,645,8475,1491,396186,61018,46.74761062,40.92421194,114301,177.2108527,0,huasu.net
tcp.sejila.cn,1,1,145,1,0.006896552,1,145,2693,1425,183006,77956,67.9561827,54.70596491,260962,1799.737931,-1,sejila.cn
p72-ckdatabase.icloud.com,15,17,45,13.23529412,6.422222222,1.133333333,2.647058824,432,261,51362,149293,118.8935185,572.0038314,11803.23529,4459,1,icloud.com
member.bilibili.com,6,7,55,5.142857143,0.890909091,1.166666667,7.857142857,608,496,87493,242642,143.9029605,489.1975806,47162.14286,6002.454545,-1,bilibili.com
aty.sohu.com,78,81,1678,75.11111111,3.910011919,1.038461538,20.71604938,8021,6637,1306026,1788094,162.8258322,269.4129878,38199.01235,1843.933254,1,sohu.com
meizu.inveno.com,1,1,2,1,0.5,1,2,73,100,6144,66671,84.16438356,666.71,72815,36407.5,-1,inveno.com
config.51y5.net,54,55,209,53.01818182,14.47368421,1.018518519,3.8,1350,1265,264696,273573,196.0711111,216.2632411,9786.709091,2575.449761,1,51y5.net
f.360.cn,57,115,5126,28.25217391,2.579984393,2.01754386,44.57391304,31148,29896,7244732,5175471,232.5905997,173.1158349,108001.7652,2422.981467,1,360.cn
xcdn.home-learn.com,1,1,3,1,0.333333333,1,3,16,15,1740,2376,108.75,158.4,4116,1372,-1,home-learn.com
oss.shianxin.net,1,2,2,0.5,2,2,1,219,218,12723,293898,58.09589041,1348.155963,153310.5,153310.5,0,shianxin.net
member.xiaojukeji.com,14,66,731,2.96969697,5.958960328,4.714285714,11.07575758,6707,5542,1116320,1722955,166.4410318,310.8904728,43019.31818,3884.097127,0,xiaojukeji.com
gateway.starpos.com.cn,3,21,288,0.428571429,1.53125,7,13.71428571,2376,2129,348656,862779,146.7407407,405.250822,57687.38095,4206.371528,0,starpos.com.cn
jbnu.ac.kr,1,1,3,1,0.333333333,1,3,267,277,15677,162335,58.71535581,586.0469314,178012,59337.33333,-1,ac.kr
de-dus-pls-r018.teamviewer.com,1,2,5,0.5,0.8,2,2.5,52,64,8729,31004,167.8653846,484.4375,19866.5,7946.6,1,teamviewer.com
up1.uc.cn,16,16,137,16,1.868613139,1,8.5625,8161,28902,416462,39119090,51.03075603,1353.508062,2470972,288580.6715,1,uc.cn
gdata.chexiao.co,6,28,814,1.285714286,0.963144963,4.666666667,29.07142857,10532,8031,833401,530750,79.1303646,66.08766032,48719.67857,1675.861179,-1,chexiao.co
c.wkanx.com,9,9,34,9,2.382352941,1,3.777777778,211,145,37500,15052,177.7251185,103.8068966,5839.111111,1545.647059,-1,wkanx.com
startup.oupeng.com,6,6,11,6,3.272727273,1,1.833333333,136,111,23261,46277,171.0367647,416.9099099,11589.66667,6321.636364,-1,oupeng.com
www.playhousecd.com,1,1,15,1,0.066666667,1,15,46,42,7339,23057,159.5434783,548.9761905,30396,2026.4,-1,playhousecd.com
talk8.suning.com,1,1,1,1,1,1,1,14,10,2584,4904,184.5714286,490.4,7488,7488,1,suning.com
linkores.com,1,10,21549,0.1,0.004640587,10,2154.9,33343,32756,966947,949924,29,29,191687.1,88.95405819,0,linkores.com
m.jiedianqian.com,1,1,4,1,0.25,1,4,78,75,9883,51003,126.7051282,680.04,60886,15221.5,-1,jiedianqian.com
epro.sogou.com,14,14,75,14,2.613333333,1,5.357142857,832,884,192136,425350,230.9326923,481.1651584,44106.14286,8233.146667,1,sogou.com
esg-sso-tx.sf-express.com,2,8,44,0.5,1.454545455,4,5.5,536,392,98018,211730,182.869403,540.127551,38718.5,7039.727273,0,sf-express.com
www.bianlifeng.com,1,12,7725,0.083333333,0.018640777,12,643.75,62293,48212,14983207,20447912,240.5279405,424.1249481,2952593.25,4586.552621,0,bianlifeng.com
pcs.baidu.com,4,4,11,4,1.454545455,1,2.75,112,108,19165,40195,171.1160714,372.1759259,14840,5396.363636,1,baidu.com
stat-z.xywy.com,3,3,40,3,0.225,1,13.33333333,452,387,135286,130512,299.3053097,337.2403101,88599.33333,6644.95,-1,xywy.com
ws0102.car-cloud.org,1,1,2,1,0.5,1,2,22,22,2546,11751,115.7272727,534.1363636,14297,7148.5,-1,car-cloud.org
jqnetty.shouqiev.com,2,10,1285,0.4,0.077821012,5,128.5,10029,5427,675194,335382,67.32415994,61.79878386,101057.6,786.4404669,0,shouqiev.com
fourier.alibaba.com,9,9,32,9,2.53125,1,3.555555556,295,249,38053,107705,128.9932203,432.5502008,16195.33333,4554.9375,-1,alibaba.com
m.irichpay.com,1,1,2,1,0.5,1,2,44,53,2702,69326,61.40909091,1308.037736,72028,36014,0,irichpay.com
ffilelogapp.huya.com,7,7,30,7,1.633333333,1,4.285714286,327,264,38586,121673,118,460.8825758,22894.14286,5341.966667,-1,huya.com
sr.super-ssp.tv,1,1,3,1,0.333333333,1,3,19,18,1420,1902,74.73684211,105.6666667,3322,1107.333333,-1,super-ssp.tv
mkbpush.kbstar.com,1,1,1,1,1,1,1,12,10,1289,2303,107.4166667,230.3,3592,3592,-1,kbstar.com
www.68al.com,1,1,15,1,0.066666667,1,15,76,35,4240,1980,55.78947368,56.57142857,6220,414.6666667,-1,68al.com
ugc.corp3g.cn,14,14,65,14,3.015384615,1,4.642857143,797,780,52524,858874,65.902133,1101.120513,65099.85714,14021.50769,-1,corp3g.cn
addata.jd.com,15,15,58,15,3.879310345,1,3.866666667,626,514,103249,267669,164.9345048,520.7568093,24727.86667,6395.137931,1,jd.com
3g.ifeng.com,7,7,222,7,0.220720721,1,31.71428571,1560,1297,271276,615347,173.8948718,474.4387047,126660.4286,3993.797297,-1,ifeng.com
hreport.meituan.com,2,2,41,2,0.097560976,1,20.5,134,57,26213,7185,195.619403,126.0526316,16699,814.5853659,1,meituan.com
tags.tiqcdn.com,1,1,12,1,0.083333333,1,12,167,202,15249,171008,91.31137725,846.5742574,186257,15521.41667,-1,tiqcdn.com
init.supersonicads.com,5,5,17,5,1.470588235,1,3.4,189,156,17097,63492,90.46031746,407,16117.8,4740.529412,-1,supersonicads.com
t.teads.tv,1,1,9,1,0.111111111,1,9,38,24,6061,2470,159.5,102.9166667,8531,947.8888889,-1,teads.tv
hotsoon.snssdk.com,2,2,3,2,1.333333333,1,1.5,55,49,6480,24348,117.8181818,496.8979592,15414,10276,1,snssdk.com
push.haodou.com,1,1,3,1,0.333333333,1,3,24,17,3064,3043,127.6666667,179,6107,2035.666667,-1,haodou.com
api.shuame.com,1,1,1,1,1,1,1,19,17,2246,7668,118.2105263,451.0588235,9914,9914,-1,shuame.com
push.wps.cn,1,1,39,1,0.025641026,1,39,271,234,18531,28313,68.3800738,120.9957265,46844,1201.128205,-1,wps.cn
sdkapi9.bizport.cn,3,3,4,3,2.25,1,1.333333333,74,71,28303,16272,382.472973,229.1830986,14858.33333,11143.75,1,bizport.cn
d1k5gitkzferqo.cloudfront.net,1,1,3,1,0.333333333,1,3,239,363,17384,242457,72.73640167,667.9256198,259841,86613.66667,-1,cloudfront.net
dreport.meituan.net,4,4,36,4,0.444444444,1,9,321,242,56880,117424,177.1962617,485.2231405,43576,4841.777778,1,meituan.net
tbs.seoul.kr,1,1,5,1,0.2,1,5,71,57,4255,51160,59.92957746,897.5438596,55415,11083,-1,seoul.kr
tgwsc.qq.com,1,1,1,1,1,1,1,16,11,2348,4558,146.75,414.3636364,6906,6906,1,qq.com
jice.fw4.me,2,2,93,2,0.043010753,1,46.5,1006,1046,153507,485177,152.5914513,463.8403442,319342,6867.569892,-1,fw4.me
wa.gtimg.com,2,2,3,2,1.333333333,1,1.5,32,27,3058,10160,95.5625,376.2962963,6609,4406,1,gtimg.com
ied-tqos-tgp.qq.com,1,1,67,1,0.014925373,1,67,363,333,72952,17765,200.969697,53.34834835,90717,1353.985075,1,qq.com
conn.cereson.cn,1,1,3,1,0.333333333,1,3,26,24,2648,8999,101.8461538,374.9583333,11647,3882.333333,0,cereson.cn
astg.widerplanet.com,1,1,9,1,0.111111111,1,9,26,20,5874,5853,225.9230769,292.65,11727,1303,-1,widerplanet.com
api.fqapps.com,1,1,1,1,1,1,1,6,4,970,627,161.6666667,156.75,1597,1597,-1,fqapps.com
ssum-sec.casalemedia.com,1,2,4,0.5,1,2,2,43,34,5705,9071,132.6744186,266.7941176,7388,3694,-1,casalemedia.com
jt808server03.99bicycle.com,4,3947,389947,0.004053712,39.95109335,986.75,98.79579427,2685340,1474384,153259921,99409206,57.07281797,67.42423005,64015.48695,647.9576122,0,99bicycle.com
dev.cvnavi.com,8,306,54204,0.209150327,1.727473987,38.25,177.1372549,282955,113390,28132802,7952681,99.42500398,70.13564688,117926.415,665.7346875,1,cvnavi.com
ydnest.com,5,92,11431,0.27173913,0.740442656,18.4,124.25,204158,112000,11850083,6291308,58.04368675,56.17239286,197189.0326,1587.034468,0,ydnest.com
tbs.qq.com,289,353,3010,236.6033994,41.39833887,1.221453287,8.526912181,15736,13554,3084733,1159316,196.0303127,85.53312675,12022.8017,1409.983056,1,qq.com
live.qcloud.com,6,6,9,6,4,1,1.5,55,39,7638,1909,138.8727273,48.94871795,1591.166667,1060.777778,-1,qcloud.com
e5.whatsapp.net,21,39,146,11.30769231,10.41780822,1.857142857,3.743589744,465,6,34482,240,74.15483871,40,890.3076923,237.8219178,1,whatsapp.net
p65-sharedstreams.icloud.com,16,18,47,14.22222222,6.893617021,1.125,2.611111111,492,314,65656,146333,133.4471545,466.0286624,11777.16667,4510.404255,1,icloud.com
k.jd.com,8,8,23,8,2.782608696,1,2.875,169,85,12914,61025,76.41420118,717.9411765,9242.375,3214.73913,1,jd.com
ad4989.or.kr,1,1,1,1,1,1,1,4,2,204,299,51,149.5,503,503,-1,or.kr
bitmap.ulmon.com,14,17,198,11.52941176,1.45959596,1.214285714,11.64705882,4233,4765,572507,4417958,135.2485235,927.1685205,293556.7647,25204.36869,-1,ulmon.com
app100718846.twsapp.com,1,1,32,1,0.03125,1,32,209,190,26460,47713,126.6028708,251.1210526,74173,2317.90625,-1,twsapp.com
api-sync-cloud.smartisan.com,3,4,140,2.25,0.114285714,1.333333333,35,859,810,142135,162150,165.4656577,200.1851852,76071.25,2173.464286,0,smartisan.com
api.xiangha.com,1,1,2,1,0.5,1,2,121,162,12277,74373,101.4628099,459.0925926,86650,43325,-1,xiangha.com
alt7-mtalk.google.com,13,41,187,4.12195122,8.989304813,3.153846154,4.56097561,1066,1181,90324,204164,84.73170732,172.8738357,7182.634146,1574.802139,1,google.com
us.newsweaver.com,1,1,4,1,0.25,1,4,35,39,3225,22171,92.14285714,568.4871795,25396,6349,-1,newsweaver.com
metrics.icloud.com,14,17,43,11.52941176,6.720930233,1.214285714,2.529411765,387,234,38666,115087,99.9121447,491.8247863,9044.294118,3575.651163,1,icloud.com
dm2.shui.cn,4,41,3998,0.390243902,0.42046023,10.25,97.51219512,96475,50071,4032167,2159677,41.79494169,43.13229215,151020.5854,1548.735368,0,shui.cn
oms.hotels.cn,1,1,3,1,0.333333333,1,3,32,28,9998,9841,312.4375,351.4642857,19839,6613,-1,hotels.cn
ss3.4sqi.net,3,9,34,1,2.382352941,3,3.777777778,607,743,53329,712259,87.85667216,958.6258412,85065.33333,22517.29412,-1,4sqi.net
livere.me,1,2,7,0.5,0.571428571,2,3.5,70,55,12209,23833,174.4142857,433.3272727,18021,5148.857143,-1,livere.me
app.adywind.com,1,1,1,1,1,1,1,14,13,2454,9151,175.2857143,703.9230769,11605,11605,-1,adywind.com
js.kfkfl.cn,4,4,144,4,0.111111111,1,36,1537,1776,194819,1554603,126.7527651,875.339527,437355.5,12148.76389,-1,kfkfl.cn
fd.qchannel03.cn,31,31,216,31,4.449074074,1,6.967741935,2026,1716,387026,679376,191.029615,395.9067599,34400.06452,4937.046296,-1,qchannel03.cn
ptgw.conti-x.cn,2,71,1107,0.056338028,4.553748871,35.5,15.5915493,34620,33827,5000294,1837694,144.43368,54.32624826,96309.69014,6177.044264,0,conti-x.cn
mp.appvipshop.com,6,6,80,6,0.45,1,13.33333333,568,532,70858,192233,124.75,361.3402256,43848.5,3288.6375,-1,appvipshop.com
m.kankanews.com,6,6,15,6,2.4,1,2.5,164,168,13411,148593,81.77439024,884.4821429,27000.66667,10800.26667,-1,kankanews.com
sdkctllbs.yy.com,2,2,4,2,1,1,2,15,0,900,0,60,0,450,225,1,yy.com
trtms-ground-lvs.sf-express.com,2,5,1191,0.8,0.020990764,2.5,238.2,17851,14112,3370056,5794813,188.7880791,410.6301729,1832973.8,7695.104114,0,sf-express.com
shbaogang.watermeter.vip,2,3,77,1.333333333,0.116883117,1.5,25.66666667,585,517,69593,20960,118.9623932,40.54158607,30184.33333,1176.012987,-1,watermeter.vip
99tuan.com.cn,1,1,3,1,0.333333333,1,3,17,16,1961,1520,115.3529412,95,3481,1160.333333,-1,99tuan.com.cn
f10.baidu.com,3,3,21,3,0.428571429,1,7,619,897,56126,676047,90.6720517,753.6755853,244057.6667,34865.38095,1,baidu.com
s1.anylinkcloud.com,2,5,560,0.8,0.044642857,2.5,112,32246,21020,5289056,1197205,164.0220803,56.95551855,1297252.2,11582.60893,0,anylinkcloud.com
api.4sharedapi.com,1,2,15,0.5,0.266666667,2,7.5,130,82,9096,39096,69.96923077,476.7804878,24096,3212.8,-1,4sharedapi.com
pirate-h5v2.hortor002.com,2,2,2,2,2,1,1,54,50,3975,9545,73.61111111,190.9,6760,6760,-1,hortor002.com
ads.krmobi.com,1,1,1,1,1,1,1,6,6,684,1703,114,283.8333333,2387,2387,-1,krmobi.com
gsa.apple.com,1,1,2,1,0.5,1,2,2,0,104,0,52,0,104,52,1,apple.com
xobni.yahoo.com,1,1,10,1,0.1,1,10,138,114,13951,37046,101.0942029,324.9649123,50997,5099.7,1,yahoo.com
f1.qulingcloud.com,6,6,36,6,1,1,6,207,138,38044,32831,183.7874396,237.9057971,11812.5,1968.75,-1,qulingcloud.com
ucmp.sf-express.com,1,1,3,1,0.333333333,1,3,229,328,80284,177660,350.5851528,541.6463415,257944,85981.33333,0,sf-express.com
cdn2.52muyou.com,2,2,105,2,0.038095238,1,52.5,1560,1482,99437,1816790,63.74166667,1225.904184,958113.5,18249.78095,-1,52muyou.com
push.papasg.com,1,1,1,1,1,1,1,16,11,1709,5266,106.8125,478.7272727,6975,6975,-1,papasg.com
yangzhou044835.3566t.com,1,1,1,1,1,1,1,14,13,1550,8334,110.7142857,641.0769231,9884,9884,-1,3566t.com
seccliprod.alipay.com,1,1,1,1,1,1,1,11,14,460,580,41.81818182,41.42857143,1040,1040,0,alipay.com
www.gmail.com,4,6,36,2.666666667,1,1.5,6,127,0,7728,0,60.8503937,0,1288,214.6666667,1,gmail.com
pktn-06.kiwoom.com,1,1,2,1,0.5,1,2,10,0,10184,0,1018.4,0,10184,5092,-1,kiwoom.com
hub5pnc.sandai.net,6,6,10,6,3.6,1,1.666666667,16,6,1072,456,67,76,254.6666667,152.8,-1,sandai.net
www.feizw.com,1,1,1,1,1,1,1,16,16,986,9258,61.625,578.625,10244,10244,-1,feizw.com
hub-odc.samsungapps.com,1,1,1,1,1,1,1,7,5,1033,1290,147.5714286,258,2323,2323,-1,samsungapps.com
p2pal.p2plivecam.com,1,1,2,1,0.5,1,2,2,0,216,0,108,0,216,108,-1,p2plivecam.com
server23505.teamviewer.com,1,1,1,1,1,1,1,3,10,169,668,56.33333333,66.8,837,837,1,teamviewer.com
cn-api.oriflame.com,1,1,2,1,0.5,1,2,16,17,2557,7466,159.8125,439.1764706,10023,5011.5,-1,oriflame.com
httpupdate.wenhua.com.cn,1,1,6,1,0.166666667,1,6,38,57,2443,74331,64.28947368,1304.052632,76774,12795.66667,-1,wenhua.com.cn
webcgi.163.com,2,2,10,2,0.4,1,5,88,80,13217,37910,150.1931818,473.875,25563.5,5112.7,1,163.com
daishin.co.kr,1,1,2,1,0.5,1,2,180,182,49617,105396,275.65,579.0989011,155013,77506.5,-1,co.kr
r.remarketingpixel.com,1,1,2,1,0.5,1,2,10,6,1630,304,163,50.66666667,1934,967,-1,remarketingpixel.com
sawyou.top,1,1,2,1,0.5,1,2,15,16,900,4084,60,255.25,4984,2492,-1,sawyou.top
xjmznkj.com,1,1,64,1,0.015625,1,64,2446,1400,202536,133619,82.80294358,95.44214286,336155,5252.421875,0,xjmznkj.com
auth.hjyun.cn,1,1,439,1,0.002277904,1,439,2635,1760,206968,228626,78.54573055,129.9011364,435594,992.2414579,-1,hjyun.cn
bds.tjtycs.com,1,1,466,1,0.002145923,1,466,6621,4018,451537,286967,68.19770427,71.42035839,738504,1584.772532,-1,tjtycs.com
intake.factual.com,1,1,7,1,0.142857143,1,7,51,40,8203,15325,160.8431373,383.125,23528,3361.142857,-1,factual.com
apis.live.net,1,1,2,1,0.5,1,2,32,25,3361,20162,105.03125,806.48,23523,11761.5,-1,live.net
api-log.immomo.com,8,8,328,8,0.195121951,1,41,3365,3046,532329,1356736,158.1958395,445.4156271,236133.125,5759.344512,-1,immomo.com
astyle.alicdn.com,78,82,403,74.19512195,16.68486352,1.051282051,4.914634146,17803,21652,1204283,23169687,67.64494748,1070.094541,297243.5366,60481.31514,1,alicdn.com
www.gps110.org,1,15,1133,0.066666667,0.19858782,15,75.53333333,43521,39007,3607724,2096264,82.89616507,53.74071321,380265.8667,5034.411297,0,gps110.org
data.chainwayits.cn,1,144,253,0.006944444,81.96047431,144,1.756944444,719,361,51224,23272,71.2433936,64.46537396,517.3333333,294.4505929,1,chainwayits.cn
wifiboxapi3.huidesichuang.com,11,665,3488,0.181954887,126.7846904,60.45454545,5.245112782,16347,10088,1822260,1890614,111.4736649,187.4121729,5583.269173,1064.470757,0,huidesichuang.com
nbcollectretry.kugou.com,48,50,487,46.08,5.133470226,1.041666667,9.74,3114,2196,502308,199287,161.3063584,90.75,14031.9,1440.646817,1,kugou.com
ssl.google-analytics.com,52,72,287,37.55555556,18.06271777,1.384615385,3.986111111,3072,2957,377720,1326097,122.9557292,448.4602638,23664.125,5936.644599,-1,google-analytics.com
gt02bbj.dkwgps.com,39,663,24518,2.294117647,17.92841994,17,36.98039216,448862,400081,35892557,22085955,79.96345647,55.20370875,87448.73605,2364.732523,0,dkwgps.com
url.cn,25,25,77,25,8.116883117,1,3.08,400,247,28653,66887,71.6325,270.7975709,3821.6,1240.779221,1,url.cn
clients3.google.com,88,232,4172,33.37931034,12.9012464,2.636363636,17.98275862,15168,0,1141748,0,75.27347046,0,4921.327586,273.6692234,1,google.com
msdk.qq.com,70,72,1178,68.05555556,4.400679117,1.028571429,16.36111111,11123,9081,1755763,3179928,157.8497707,350.1737694,68551.26389,4189.890492,1,qq.com
xiuxiu.meitu.com,7,7,117,7,0.418803419,1,16.71428571,1192,956,196306,449584,164.6862416,470.2761506,92270,5520.42735,-1,meitu.com
gps.ikuijia.com,4,105,3430,0.152380952,3.214285714,26.25,32.66666667,92400,93533,7744897,5784562,83.8192316,61.84514556,128851.9905,3944.448688,0,ikuijia.com
www.thermoberg.com,1,1,138,1,0.007246377,1,138,54543,59831,8158167,3326735,149.5731258,55.60219619,11484902,83223.92754,0,thermoberg.com
beopios.rnbtech.com.hk,2,5,5764,0.8,0.004337266,2.5,1152.8,25282,23934,12479811,1128171,493.6243573,47.13675107,2721596.4,2360.857391,0,rnbtech.com.hk
server22707.teamviewer.com,1,1,2,1,0.5,1,2,86,63,8946,16405,104.0232558,260.3968254,25351,12675.5,1,teamviewer.com
api-diagmon.samsungdm.com,1,1,1,1,1,1,1,14,13,2004,7661,143.1428571,589.3076923,9665,9665,-1,samsungdm.com
server21805.teamviewer.com,1,1,1,1,1,1,1,53,41,7154,13109,134.9811321,319.7317073,20263,20263,1,teamviewer.com
dc-yunwei.eastmoney.com,1,1,1,1,1,1,1,13,12,1828,4050,140.6153846,337.5,5878,5878,1,eastmoney.com
img.segye.com,1,1,18,1,0.055555556,1,18,66,87,5062,52974,76.6969697,608.8965517,58036,3224.222222,-1,segye.com
server.nubia.cn,3,3,9,3,1,1,3,42,23,5434,6689,129.3809524,290.826087,4041,1347,1,nubia.cn
pushapi.lenovomm.com,2,5,5,0.8,5,2.5,1,38,34,4240,2692,111.5789474,79.17647059,1386.4,1386.4,1,lenovomm.com
www.leyingtt.com,17,19,532,15.21052632,0.678571429,1.117647059,28,3633,2644,510353,111628,140.4770162,42.2193646,32735.84211,1169.137218,-1,leyingtt.com
mqtt.zevercloud.com,2,6,8,0.666666667,4.5,3,1.333333333,48,32,3408,3216,71,100.5,1104,828,-1,zevercloud.com
target-cdn.peel-prod.com,1,1,9,1,0.111111111,1,9,128,104,18009,43107,140.6953125,414.4903846,61116,6790.666667,-1,peel-prod.com
epostbank.go.kr,1,1,10,1,0.1,1,10,409,524,41707,597679,101.9731051,1140.608779,639386,63938.6,-1,go.kr
sspi.adpopcorn.com,1,2,2,0.5,2,2,1,46,41,9913,17868,215.5,435.804878,13890.5,13890.5,-1,adpopcorn.com
namtso1.shuqireader.com,6,6,22,6,1.636363636,1,3.666666667,151,116,23305,19851,154.3377483,171.1293103,7192.666667,1961.636364,-1,shuqireader.com
pubgm.qq.com,3,3,191,3,0.047120419,1,63.66666667,106658,73952,8470482,14821176,79.4172214,200.4161618,7763886,121945.8534,1,qq.com
fck.gzmlfcyy.com,1,1,1,1,1,1,1,6,5,1137,1656,189.5,331.2,2793,2793,-1,gzmlfcyy.com
ap-dd2.jd.com,1,1,1,1,1,1,1,14,11,1847,2311,131.9285714,210.0909091,4158,4158,1,jd.com
hdjs.hiido.com,1,1,2,1,0.5,1,2,10,9,642,1032,64.2,114.6666667,1674,837,-1,hiido.com
androidsdk.adasplus.com,2,2,7,2,0.571428571,1,3.5,48,45,6567,5337,136.8125,118.6,5952,1700.571429,-1,adasplus.com
ssl-club-api-ios-1.kdslife.com,1,1,9,1,0.111111111,1,9,126,109,19242,29134,152.7142857,267.2844037,48376,5375.111111,1,kdslife.com
ime.cootek.com,7,9,374,5.444444444,0.21657754,1.285714286,41.55555556,1579,989,245056,263161,155.1969601,266.0879676,56468.55556,1358.868984,-1,cootek.com
bapi.tujia.com,1,1,2,1,0.5,1,2,30,27,5108,11020,170.2666667,408.1481481,16128,8064,-1,tujia.com
bg.jd.com,2,2,10,2,0.4,1,5,136,145,43518,92673,319.9852941,639.1241379,68095.5,13619.1,1,jd.com
igold.boxiangyx.com,1,1,6,1,0.166666667,1,6,37,32,5922,5268,160.0540541,164.625,11190,1865,-1,boxiangyx.com
de-ham-pls-r001.teamviewer.com,2,3,8,1.333333333,1.125,1.5,2.666666667,120,101,15552,33309,129.6,329.7920792,16287,6107.625,1,teamviewer.com
pda.nhqv.com,1,1,33,1,0.03030303,1,33,6419,15190,1155891,11617070,180.0733759,764.7840685,12772961,387059.4242,-1,nhqv.com
thumbs.glispa.com,1,2,10,0.5,0.4,2,5,808,906,48888,1201986,60.5049505,1326.695364,625437,125087.4,-1,glispa.com
com.lxdns.com,1,1,2,1,0.5,1,2,30,25,10065,6391,335.5,255.64,16456,8228,-1,lxdns.com
basalog.9game.cn,3,3,4,3,2.25,1,1.333333333,20,18,10422,1347,521.1,74.83333333,3923,2942.25,-1,9game.cn
